strategy,asset_1,asset_2,correlation
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,US Bonds,-0.0934
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,Real Estate,0.3
"Multifactor 10 TM (ETF, exCore, QUSALVMQ, CA Muni)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,Int'l Equity,0.7883
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,US Bonds,0.114
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,Real Estate,0.5493
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Equity,Commodities,0.2894
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,US Equity,0.7883
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,US Bonds,0.074
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,Real Estate,0.5137
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Int'l Equity,Commodities,0.3595
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,US Equity,0.114
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,Int'l Equity,0.074
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,Real Estate,0.1767
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",US Bonds,Commodities,-0.1149
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,US Equity,0.5493
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,Int'l Equity,0.5137
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,US Bonds,0.1767
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Real Estate,Commodities,0.2528
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,US Equity,0.2894
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,Int'l Equity,0.3595
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,US Bonds,-0.1149
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,Real Estate,0.2528
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, CA Muni)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,Int'l Equity,0.7959
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,US Bonds,0.1084
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,Real Estate,0.5935
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Equity,Commodities,0.2868
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,US Equity,0.7959
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,US Bonds,0.0621
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,Real Estate,0.513
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Int'l Equity,Commodities,0.4193
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,US Equity,0.1084
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,Int'l Equity,0.0621
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,Real Estate,0.2045
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",US Bonds,Commodities,-0.113
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,US Equity,0.5935
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,Int'l Equity,0.513
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,US Bonds,0.2045
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Real Estate,Commodities,0.2916
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,US Equity,0.2868
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,Int'l Equity,0.4193
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,US Bonds,-0.113
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,Real Estate,0.2916
"Multifactor 10 TM (ETF, exCore, QUSLGVMQ, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,Int'l Equity,0.8199
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,US Bonds,0.1377
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,Real Estate,0.5722
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Equity,Commodities,0.3288
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,US Equity,0.8199
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,US Bonds,0.0607
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,Real Estate,0.5549
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Int'l Equity,Commodities,0.3719
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,US Equity,0.1377
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,Int'l Equity,0.0607
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,Real Estate,0.1786
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",US Bonds,Commodities,-0.1191
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,US Equity,0.5722
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,Int'l Equity,0.5549
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,US Bonds,0.1786
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Real Estate,Commodities,0.266
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,US Equity,0.3288
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,Int'l Equity,0.3719
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,US Bonds,-0.1191
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,Real Estate,0.266
"Multifactor 10 TM (ETF, MUSLGMFTLM, 5YMUNETF)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,Int'l Equity,0.8152
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,US Bonds,0.1523
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,Real Estate,0.5915
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Equity,Commodities,0.3106
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,US Equity,0.8152
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,US Bonds,0.0976
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,Real Estate,0.5052
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Int'l Equity,Commodities,0.4121
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,US Equity,0.1523
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,Int'l Equity,0.0976
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,Real Estate,0.2087
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",US Bonds,Commodities,-0.1331
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,US Equity,0.5915
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,Int'l Equity,0.5052
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,US Bonds,0.2087
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Real Estate,Commodities,0.3006
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,US Equity,0.3106
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,Int'l Equity,0.4121
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,US Bonds,-0.1331
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,Real Estate,0.3006
"Multifactor 10 TM (ETF, MUSLGMFTLM, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, N15YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, N15YMUN)",US Equity,Int'l Equity,0.8139
"Multifactor 10 TM (ETF, N15YMUN)",US Equity,US Bonds,0.1322
"Multifactor 10 TM (ETF, N15YMUN)",US Equity,Real Estate,0.5792
"Multifactor 10 TM (ETF, N15YMUN)",US Equity,Commodities,0.3374
"Multifactor 10 TM (ETF, N15YMUN)",Int'l Equity,US Equity,0.8139
"Multifactor 10 TM (ETF, N15YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, N15YMUN)",Int'l Equity,US Bonds,0.0522
"Multifactor 10 TM (ETF, N15YMUN)",Int'l Equity,Real Estate,0.545
"Multifactor 10 TM (ETF, N15YMUN)",Int'l Equity,Commodities,0.4038
"Multifactor 10 TM (ETF, N15YMUN)",US Bonds,US Equity,0.1322
"Multifactor 10 TM (ETF, N15YMUN)",US Bonds,Int'l Equity,0.0522
"Multifactor 10 TM (ETF, N15YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, N15YMUN)",US Bonds,Real Estate,0.1972
"Multifactor 10 TM (ETF, N15YMUN)",US Bonds,Commodities,-0.124
"Multifactor 10 TM (ETF, N15YMUN)",Real Estate,US Equity,0.5792
"Multifactor 10 TM (ETF, N15YMUN)",Real Estate,Int'l Equity,0.545
"Multifactor 10 TM (ETF, N15YMUN)",Real Estate,US Bonds,0.1972
"Multifactor 10 TM (ETF, N15YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, N15YMUN)",Real Estate,Commodities,0.2702
"Multifactor 10 TM (ETF, N15YMUN)",Commodities,US Equity,0.3374
"Multifactor 10 TM (ETF, N15YMUN)",Commodities,Int'l Equity,0.4038
"Multifactor 10 TM (ETF, N15YMUN)",Commodities,US Bonds,-0.124
"Multifactor 10 TM (ETF, N15YMUN)",Commodities,Real Estate,0.2702
"Multifactor 10 TM (ETF, N15YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, QUSALVMQ)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ)",US Equity,Int'l Equity,0.8096
"Multifactor 10 TM (ETF, QUSALVMQ)",US Equity,US Bonds,0.1457
"Multifactor 10 TM (ETF, QUSALVMQ)",US Equity,Real Estate,0.5817
"Multifactor 10 TM (ETF, QUSALVMQ)",US Equity,Commodities,0.3309
"Multifactor 10 TM (ETF, QUSALVMQ)",Int'l Equity,US Equity,0.8096
"Multifactor 10 TM (ETF, QUSALVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ)",Int'l Equity,US Bonds,0.1035
"Multifactor 10 TM (ETF, QUSALVMQ)",Int'l Equity,Real Estate,0.4963
"Multifactor 10 TM (ETF, QUSALVMQ)",Int'l Equity,Commodities,0.3908
"Multifactor 10 TM (ETF, QUSALVMQ)",US Bonds,US Equity,0.1457
"Multifactor 10 TM (ETF, QUSALVMQ)",US Bonds,Int'l Equity,0.1035
"Multifactor 10 TM (ETF, QUSALVMQ)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, QUSALVMQ)",US Bonds,Real Estate,0.2209
"Multifactor 10 TM (ETF, QUSALVMQ)",US Bonds,Commodities,-0.1484
"Multifactor 10 TM (ETF, QUSALVMQ)",Real Estate,US Equity,0.5817
"Multifactor 10 TM (ETF, QUSALVMQ)",Real Estate,Int'l Equity,0.4963
"Multifactor 10 TM (ETF, QUSALVMQ)",Real Estate,US Bonds,0.2209
"Multifactor 10 TM (ETF, QUSALVMQ)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, QUSALVMQ)",Real Estate,Commodities,0.2452
"Multifactor 10 TM (ETF, QUSALVMQ)",Commodities,US Equity,0.3309
"Multifactor 10 TM (ETF, QUSALVMQ)",Commodities,Int'l Equity,0.3908
"Multifactor 10 TM (ETF, QUSALVMQ)",Commodities,US Bonds,-0.1484
"Multifactor 10 TM (ETF, QUSALVMQ)",Commodities,Real Estate,0.2452
"Multifactor 10 TM (ETF, QUSALVMQ)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Equity,Int'l Equity,0.8575
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Equity,US Bonds,0.0922
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Equity,Real Estate,0.5527
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Equity,Commodities,0.3044
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Int'l Equity,US Equity,0.8575
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Int'l Equity,US Bonds,0.0697
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Int'l Equity,Real Estate,0.5133
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Int'l Equity,Commodities,0.3879
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Bonds,US Equity,0.0922
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Bonds,Int'l Equity,0.0697
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Bonds,Real Estate,0.2192
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",US Bonds,Commodities,-0.1112
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Real Estate,US Equity,0.5527
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Real Estate,Int'l Equity,0.5133
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Real Estate,US Bonds,0.2192
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Real Estate,Commodities,0.3
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Commodities,US Equity,0.3044
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Commodities,Int'l Equity,0.3879
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Commodities,US Bonds,-0.1112
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Commodities,Real Estate,0.3
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Equity,Int'l Equity,0.8146
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Equity,US Bonds,0.1679
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Equity,Real Estate,0.5719
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Equity,Commodities,0.3019
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Int'l Equity,US Equity,0.8146
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Int'l Equity,US Bonds,0.0957
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Int'l Equity,Real Estate,0.4984
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Int'l Equity,Commodities,0.3835
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Bonds,US Equity,0.1679
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Bonds,Int'l Equity,0.0957
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Bonds,Real Estate,0.2501
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",US Bonds,Commodities,-0.0901
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Real Estate,US Equity,0.5719
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Real Estate,Int'l Equity,0.4984
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Real Estate,US Bonds,0.2501
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Real Estate,Commodities,0.2617
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Commodities,US Equity,0.3019
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Commodities,Int'l Equity,0.3835
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Commodities,US Bonds,-0.0901
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Commodities,Real Estate,0.2617
"Multifactor 10 TM (ETF, QUSALVMQ, CA Muni, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Equity,Int'l Equity,0.774
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Equity,US Bonds,0.1785
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Equity,Real Estate,0.5857
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Equity,Commodities,0.3312
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Int'l Equity,US Equity,0.774
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Int'l Equity,US Bonds,0.0772
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Int'l Equity,Real Estate,0.5609
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Int'l Equity,Commodities,0.3849
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Bonds,US Equity,0.1785
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Bonds,Int'l Equity,0.0772
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Bonds,Real Estate,0.2169
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",US Bonds,Commodities,-0.1411
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Real Estate,US Equity,0.5857
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Real Estate,Int'l Equity,0.5609
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Real Estate,US Bonds,0.2169
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Real Estate,Commodities,0.2983
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Commodities,US Equity,0.3312
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Commodities,Int'l Equity,0.3849
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Commodities,US Bonds,-0.1411
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Commodities,Real Estate,0.2983
"Multifactor 10 TM (ETF, QUSALVMQ, N15YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Equity,Int'l Equity,0.8151
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Equity,US Bonds,0.1809
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Equity,Real Estate,0.6187
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Equity,Commodities,0.3446
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Int'l Equity,US Equity,0.8151
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Int'l Equity,US Bonds,0.0477
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Int'l Equity,Real Estate,0.5295
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Int'l Equity,Commodities,0.3712
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Bonds,US Equity,0.1809
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Bonds,Int'l Equity,0.0477
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Bonds,Real Estate,0.2512
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",US Bonds,Commodities,-0.1034
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Real Estate,US Equity,0.6187
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Real Estate,Int'l Equity,0.5295
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Real Estate,US Bonds,0.2512
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Real Estate,Commodities,0.314
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Commodities,US Equity,0.3446
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Commodities,Int'l Equity,0.3712
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Commodities,US Bonds,-0.1034
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Commodities,Real Estate,0.314
"Multifactor 10 TM (ETF, QUSALVMQ, N7YMUN)",Commodities,Commodities,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Equity,US Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Equity,Int'l Equity,0.8197
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Equity,US Bonds,0.1258
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Equity,Real Estate,0.5969
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Equity,Commodities,0.3381
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Int'l Equity,US Equity,0.8197
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Int'l Equity,Int'l Equity,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Int'l Equity,US Bonds,0.0513
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Int'l Equity,Real Estate,0.5249
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Int'l Equity,Commodities,0.3658
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Bonds,US Equity,0.1258
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Bonds,Int'l Equity,0.0513
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Bonds,US Bonds,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Bonds,Real Estate,0.2545
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",US Bonds,Commodities,-0.1245
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Real Estate,US Equity,0.5969
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Real Estate,Int'l Equity,0.5249
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Real Estate,US Bonds,0.2545
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Real Estate,Real Estate,1.0
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Real Estate,Commodities,0.279
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Commodities,US Equity,0.3381
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Commodities,Int'l Equity,0.3658
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Commodities,US Bonds,-0.1245
"Multifactor 10 TM (ETF, QUSALVMQ, QIDMVMQ)",Commodities,Real Estate,0.279
